Grant ID,Grant Number,Publication Title ,Publication Year,Authors ,Journal,Rubric.OG,CNH Rubric 2,Interdis Rubric 1,Citations,date for cite count,Abstract,Notes,,,,,,,,,,,,,,,,,
grant.3086430,754991,Interactions between Recently Metamorphosed Green Frogs and American Toads Under Laboratory Conditions,2010,"Sams, E; Boone, MD.",The AMERICAN MIDLAND NATURALIST,,3,3,7,22Jul20,"Many research studies have focused on the interactions among larval animals, but relatively little is known about competitive or predatory interactions among anurans following metamorphosis. The purpose of our study was to examine the effects of post-metamorphic green frogs (Rana clamitans) on post-metamorphic American toads (Bufo americanus) in the terrestrial environment as a model for understanding how interspecific differences in size at metamorphosis may influence terrestrial interactions. We examined if caged, uncaged or no green frogs affected survival, growth and hiding behavior of recently metamorphosed American toads in a replicated laboratory experiment. Green frogs did not appear to prey upon small American toads. However, by the end of the experiment American toad survival was lowest in treatments with uncaged green frogs; this result suggests that green frogs may outcompete American toads for food, but such impacts in nature may be limited or may have selected for spatial segregation in the terrestrial environment. Green frogs also increased hiding activity of toads at sonic times, which may in part explain the trend of reduced mass gained when toads were reared with green frogs. Thus study represents one of the first to examine interspecific interactions among anurans with complex life cycles in the terrestrial environment.",,,,,,,,,,,,,,,,,,
grant.3086430,754991,"SINGLE AND INTERACTIVE EFFECTS OF MALATHION, OVERWINTERED GREEN FROG TADPOLES, AND CYANOBACTERIA ON GRAY TREEFROG TADPOLES",2009,"Mackey, MJ; Boone, MD",ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,,3,3,31,22Jul20,"Amphibian population declines around the world are associated with invasive species, pesticides, pathogens, habitat destruction, or a combination of factors. Because contamination is widespread, it represents a relevant environmental stress that can affect the ability of organisms to deal with other factors present in the environment. We examined the effects of the insecticide malathion, larger tadpole competitors (green frogs, Rana clamitans), and a toxic cyanobacteria (Anabaena spp.) on tadpoles of Cope's gray treefrog (Hyla chrysoscelis) reared from hatching through metamorphosis in outdoor mesocosms. The response of mass at metamorphosis and time to metamorphosis was significantly affected by exposure to malathion and presence of overwintered green frog tadpoles. Malathion generally led to increased mass at metamorphosis, earlier time to metamorphosis, and increased activity during larval development. These results likely stem from short-term increases in periphyton associated with malathion exposure (although these effects were nonsignificant). Exposure of gray treefrogs to overwintered green frog tadpoles led to an earlier time to metamorphosis without differences in mass at metamorphosis and was associated with increased activity in gray treefrogs. Survival of gray treefrogs was significantly affected by an interaction of green frog and malathion, indicating nonadditive effects of these treatments. Exposure to cyanobacteria had a significant negative effect on green frogs but no effect on treefrogs. Malathion had the strongest effect on the community, but our results indicated that some factors can interact in ways not predicted by single factors alone.",,,,,,,,,,,,,,,,,,
grant.3086430,754991,Effects of a glyphosate-based herbicide on mate location in a wolf spider that inhabits agroecosystems,2011,"Griesinger LM, Evans SC, Rypstra AL.",Chemosphere,,2,3,26,22Jul20,"Chemical communication is important to many arthropod species but the potential exists for anthropogenic chemicals to disrupt information flow. Although glyphosate-based herbicides are not acutely toxic to arthropods, little is known regarding their effects on natural chemical communication pathways. The wolf spider, Pardosamilvina, is abundant in agroecosystems where herbicides are regularly applied and uses air- and substrate-borne chemical signals extensively during mating. The aim of this study was to examine effects of a commercial formulation of a glyphosate-based herbicide on the ability of males to find females. In the field, virgin females, when hidden inside pitfall traps with herbicide, attracted fewer males than females with water. Likewise females in traps with a ring of herbicide surrounding the opening were less likely to attract males than those in traps surrounded by water. We explored the reaction of males to any airborne component of the herbicide in a laboratory two-choice olfactometer experiment. When no female pheromones were present, males were equally likely to select herbicide or water treated corridors and they all moved through the apparatus at similar speeds. When female pheromones were present, the males that selected control corridors moved more slowly than those that selected herbicide and, if we control for the initial decision time, more males selected the control corridors over the herbicide. These data suggest that glyphosate-based herbicides are ""info-disruptors"" that alter the ability of males to detect and/or react fully to female signals.",,,,,,,,,,,,,,,,,,
grant.3086430,754991,Qualitative Variation in Proanthocyanidin Composition of Populus Species and Hybrids: Genetics is the Key,2011,"Scioneaux, AN; Schmidt, MA; Moore, MA; Lindroth, RL; Wooley, SC; Hagerman, AE.",JOURNAL OF CHEMICAL ECOLOGY,,3,3,48,22Jul20,"The literature on proanthocyanidins (tannins) in ecological systems is dominated by quantitative studies. Despite evidence that the qualitative characteristics (subunit type, polymer chain length) of these complex polyphenolics are important determinants of biological activity, little is known about genetic and environmental controls on the type of proanthocyanidins produced by plants. We tested the hypothesis that genetics, season, developmental stage, and environment determine proanthocyanidin qualitative characteristics by using four Populus ""cross types"" (narrowleaf [P. angustifolia], Fremont [P. fremontii], F1 hybrids, and backcrosses to narrowleaf). We used thiolysis and HPLC analysis to characterize the proanthocyanidins, and found that genetics strongly control composition. The narrowleaf plants accumulate mixed procyanidin/prodelphinidins with average composition epicatechin(11)-epigallocatechin(8)-catechin(2)-catechin((terminal)). Backcross genotypes produce mixed procyanidin/prodelphinidins similar to narrowleaf, while Fremont makes procyanidin dimers, and the F1 plants contain procyanidin heptamers. Less striking effects were noted for genotype × environment, while season and developmental zone had little effect on proanthocyanidin composition or chain length. We discuss the metabolic and ecological consequences of differences in condensed tannin qualitative traits.",,,,,,,,,,,,,,,,,,
grant.3086430,754991,Male prairie voles with different avpr1a microsatellite lengths do not differ in courtship behaviour,2016,"Brittney M Graham 1, Nancy G Solomon 2, Douglas A Noe 3, Brian Keane",Behavioral Processes,,3,3,2,22Jul20,"Females are generally expected to be selective when choosing their social and sexual partners. In a previous laboratory study, female prairie voles (Microtus ochrogaster) showed significant social and sexual preferences for males with longer microsatellite DNA within the avpr1a gene encoding the vasopressin 1a receptor, as predicted if females select mates whose parental behaviour should increase female reproductive success. We tested the hypothesis that males with short versus long avpr1a microsatellite alleles exhibit differences in courtship behaviour, which could act as cues for female mate preference. The only behavioural difference we detected between males with short versus long avpr1a microsatellite alleles in mate preference trials was that males with short avpr1a microsatellite alleles sniffed the anogenital region of females more frequently during the first two days of the trials. Our results did not strongly support the hypothesis that a male's avpr1a genotype predicts the courtship behaviours we measured and suggests that other courtship behaviours or traits, such as odour and vocalizations, may be more important to female prairie voles when choosing mates. Additional studies using a wider array of species are needed to assess the degree to which male mammal courtship behaviour provides information on mate quality to females.",,,,,,,,,,,,,,,,,,
grant.3086430,754991,Advantages of seed dispersal for a myrmecochorous temperate forest herb,2012,"Kwit, C., Marcello, G.J., Gonzalez, J.J., Shapiro, A.C., & Bracken, R.D.",The AMERICAN MIDLAND NATURALIST,,3,3,14,22Jul20,"The advantages of ant-mediated seed dispersal for myrmecochorous plants have often been framed in the context of directed dispersal and predator avoidance. Underlying and intertwining themes in these frameworks are the services of (a) moving seeds away from parent plants, (b) placing seeds in safe and ideal locations and occasionally, (c) removing elaiosomes to thwart detection by seed predators. These services are rarely simultaneously investigated from an experimental standpoint to determine which may be most important. Here, we conducted a factorial-designed field experiment to test how survival of seeds of a myrmecochrous forest herb, Asarum canadense (wild ginger), in two forest sites in southwestern Ohio, USA, was affected by the following treatments: distance from parent plant, seed burial, elaiosome removal, and their interactions. We found that when placed in artificial depots consisting of 10 seeds, only seed burial significantly aided seed survival. We supplemented this by conducting a laboratory experiment in which mice were given choices of trays containing either buried seeds with elaiosomes or without elaiosomes at densities higher than those of our field experiment and within the realm of those contained in ant nests. Mice consumed more mass of seeds with elaiosomes, suggesting that elaiosome removal may be advantageous in this context. When taken together, our results highlight the importance of seed burial and elaiosome removal for seed survival of a myrmecochorous forest herb. Though not specifically addressed in our study, the combination of these two services may positively contribute to later life history stages (e.g., seedlings) and population persistence of myrmecochorous plants and may ultimately reveal the importance of other services (e.g., short-distance seed dispersal) and their interactions.",,,,,,,,,,,,,,,,,,
grant.3089925,814542,Towards decision-based global land use models for improved understanding of the Earth system,2013,"Rounsevell et al. 
",Earth System Dynamics ,1,1,1,74,16Apr20,"A primary goal of Earth system modelling is to improve understanding of the interactions and feedbacks between human decision making and biophysical processes. The nexus of land use and land cover change (LULCC) and the climate system is an important example. LULCC contributes to global and regional climate change, while climate affects the functioning of terrestrial ecosystems and LULCC. However, at present, LULCC is poorly represented in Global Circulation Models (GCMs). LULCC models that are explicit about human behaviour and decision making processes have been developed at local to regional scales, but the principles of these approaches have not yet been applied to the global scale level in ways that deal adequately with both direct and indirect feedbacks from the climate system. In this article, we explore current knowledge about LULCC modelling and the interactions between LULCC, GCMs and Dynamic Global Vegetation Models (DGVMs). In doing so, we propose new ways forward for improving LULCC representations in Earth System Models. We conclude that LULCC models need to better conceptualise the alternatives for up-scaling from the local to global. This involves better representation of human agency, including processes such as learning, adaptation and agent evolution, formalising the role and emergence of governance structures, institutional arrangements and policy as endogenous processes and better theorising about the role of tele-connections and connectivity across global networks. Our analysis underlines the importance of observational data in global scale assessments and the need for coordination in synthesising and assimilating available data","More than 10 citations - randomly selected 10
",,,,,,,,,,,,,,,,,
grant.3089925,814542,Empirical characterisation of agent behaviours in socio-ecological systems,2011,Smajgl et al. ,Environmental Modelling and Software,1,1,1,174,16Apr20,"Agent-based modelling has become an important tool to investigate socio-ecological processes. Its use is partially driven by increasing demand from decision makers to provide support for understanding the potential implications of decisions in complex situations. While one of the advantages of agent-based modelling is the ability to simulate the implications of human decision-making processes explicitly, methods for providing empirical support for the representation of the behaviour of human agents have not been structured systematically. This paper develops a framework for the parameterisation of human behaviour in agent-based models and develops twelve distinct sequences for the characterisation and parameterisation of human behaviours. Examples are provided to illustrate the most important sequences. This framework is a first step towards a guide for parameterisation of human behaviour in ABM. A structured discussion within the agent-based community is needed to achieve a more definitive guideline.","More than 10 citations - randomly selected 10
",,,,,,,,,,,,,,,,,
grant.3089925,814542,Comparative performance of logistic regression and survival analysis for detecting spatial predictors of land-use change,2013,Wang et al. ,International Journal of Geographical Information Science,3,3,2,31,16Apr20,"Although survival analysis is known to outperform logistic regression, theoretically and according to evidence from other disciplines, little is known about how true this is in situations where the goal is detecting spatial predictors of land change. Furthermore, with the increasing availability of longitudinal land-change data, evidence is needed on the relative performance of these two different methods in situations with differing levels of data abundance. To fill this gap, we generated a pseudo land-change data set using an agent-based model of residential development in a virtual landscape. This agent-based model simulated the decisions of homebuyers in choosing residential locations based on the values of several spatial variables. Pseudo land-change maps, generated by the agent-based model with different weights on these spatial variables, were exposed to statistical analysis under the logistic and survival approaches. We evaluated how well the two approaches could reveal the spatial variables that were used in the agent-based model and compared the performance of the two methods when land-change data were collected under different sampling frequencies. Our results suggest that survival analysis outperforms logistic regression in detecting the variables that were included in agent decisions, largely because it takes into account time-dependent variables. Also, this research suggests that various properties of land-change processes (like amount of developed area and access of agents to information) affect the relative performance of these statistical approaches aimed at uncovering land-change predictor variables.","More than 10 citations - randomly selected 10
",,,,,,,,,,,,,,,,,
grant.3089925,814542,Science for action at the local landscape scale,2013,Opdam et al. ,Landscape Ecology,2,2,1,115,16Apr20,"For landscape ecology to produce knowledge relevant to society, it must include considerations of human culture and behavior, extending beyond the natural sciences to synthesize with many other disciplines. Furthermore, it needs to be able to support landscape change processes which increasingly take the shape of deliberative and collaborative decision making by local stakeholder groups. Landscape ecology as described by Wu (Landscape Ecol 28:1–11, 2013) therefore needs three additional topics of investigation: (1) the local landscape as a boundary object that builds communication among disciplines and between science and local communities, (2) iterative and collaborative methods for generating transdisciplinary approaches to sustainable change, and (3) the effect of scientific knowledge and tools on local landscape policy and landscape change. Collectively, these topics could empower landscape ecology to be a science for action at the local scale.","More than 10 citations - randomly selected 10
",,,,,,,,,,,,,,,,,
grant.3089925,814542,Vegetation productivity consequences of human settlement growth in the Eastern United States,2012,Zhao et al. ,Landscape Ecology,1,2,2,17,16Apr20,"In this study, we investigated the impact of human settlement growth on vegetation carbon uptake in the eastern United States between 1992/1993 and 2001. Human settlement growth was measured by changes in the density of housing units. Vegetation carbon uptake was estimated with gross primary production (GPP) based on the light-use efficiency approach applied to satellite imagery. Annual GPP was found to increase by approximately 140 g C m−2 on average for the entire study area in 2001 compared to 1992/1993, accompanied by region-wide increases in downward shortwave radiation and minimum daily temperature. Changes in GPP, however, varied significantly by different types of settlement growth. Exurbanized areas, where the rural settlement (less than 0.025 units per acre) converted to exurbs (0.025–0.6 units per acre), were associated with approximately 157 g C m−2 increase in GPP due to high vegetation proportions. Suburbanization, the conversion from exurban settlement to suburbs (0.6–4 units per acre), was related with a decline of GPP by 152 g C m−2 due to progressive development of built-up land cover. Results help to understand the potential of carbon mitigation in the human-dominated landscapes using vegetation as a natural store of carbon dioxide. This in turn has implications for the low-carbon development planning along the gradient of human settlement densities.","More than 10 citations - randomly selected 10
",,,,,,,,,,,,,,,,,
grant.3089925,814542,Market impacts on land-use change: An agent-based experiment,2014,Sun et al. ,Annals of the Association of American Geographers,1,2,1,28,16Apr20,"Land-use change in a market economy, particularly at the urban–rural fringe in North America, is shaped through land and housing markets. Although market activities are at the core of economic studies of land-use change, many market elements are neglected by coupled human–environment models. We scrutinized the effects of the level of detail of market representation using an abstract, agent-based model of land-use change. This model includes agents representing land buyers and sellers and their respective market-based decision-making behaviors. Our results show that although incorporating key market elements, particularly budget constraints and competitive bidding, in land-use models generally alters projected land-use patterns, their impacts differ significantly depending on the level of detail of market representation. Consistent with theories of land change, our research confirms that budget constraints can considerably reduce the projected quantity of land-use change. The effects of competitive bidding, however, are more complex and depend on buyers’ budgets, their relative preferences for proximity versus open-space amenities, and the size of neighborhoods. Market competition might reduce or increase the quantity of land-use change and the degree of sprawl in the simulated landscapes. Because of the strong effects of market elements on resulting patterns, adequate representation of the structure of markets is important for capturing and characterizing the complexity inherent in coupled human–environment systems.","More than 10 citations - randomly selected 10
",,,,,,,,,,,,,,,,,
grant.3089925,814542,Effects of agent heterogeneity in the presence of a land market: A systematic test in an agent-based laboratory,2013,Huang et al. ,Computers Environment and Urban Systems ,2,2,1,42,16Apr20,"Representing agent heterogeneity is one of the main reasons that agent-based models become increasingly popular in simulating the emergence of land-use, land-cover change and socioeconomic phenomena. However, the relationship between heterogeneous economic agents and the resultant landscape patterns and socioeconomic dynamics has not been systematically explored. In this paper, we present a stylized agent-based land market model, Land Use in eXurban Environments (LUXE), to study the effects of multidimensional agents’ heterogeneity on the spatial and socioeconomic patterns of urban land use change under various market representations. We examined two sources of agent heterogeneity: budget heterogeneity, which imposes constraints on the affordability of land, and preference heterogeneity, which determines location choice. The effects of the two dimensions of agents’ heterogeneity are systematically explored across different market representations by three experiments. Agents’ heterogeneity exhibits a complex interplay with various forms of market institutions as indicated by macro-measures (landscape metrics, segregation index, and socioeconomic metrics). In general, budget heterogeneity has pronounced effect on socioeconomic results, while preference heterogeneity is highly pertinent to spatial outcomes. The relationship between agent heterogeneity and macro-measures becomes more complex when more land market mechanisms are represented. In other words, appropriately simulating agent heterogeneity plays an important role in guaranteeing the fidelity of replicating empirical land use change process.","More than 10 citations - randomly selected 10
",,,,,,,,,,,,,,,,,
grant.3089925,814542,Effects of land markets and land management on ecosystem function: A framework for modelling exurban land change,2013,Robinson et al. ,Environmental Modelling and Software,1,1,1,38,16Apr20,"This paper presents the conceptual design and application of a new land-change modelling framework that represents geographical, sociological, economic, and ecological aspects of a land system. The framework provides an overarching design that can be extended into specific model implementations to evaluate how policy, land-management preferences, and land-market dynamics affect (and are affected by) land-use and land-cover change patterns and subsequent carbon storage and flux. To demonstrate the framework, we implement a simple integration of a new agent-based model of exurban residential development and land-management decisions with the ecosystem process model BIOME-BGC. Using a stylized scenario, we evaluate the influence of different exurban residential-land-management strategies on carbon storage at the parcel level over a 48-year period from 1958 to 2005, simulating stocks of carbon in soil, litter, vegetation, and net primary productivity. Results show 1) residential parcels with management practices that only provided additions in the form of fertilizer and irrigation to turfgrass stored slightly more carbon than parcels that did not include management practices, 2) conducting no land-management strategy stored more carbon than implementing a strategy that included removals in the form of removing coarse woody debris from dense tree cover and litter from turfgrass, and 3) the removal practices modelled had a larger impact on total parcel carbon storage than our modelled additions. The degree of variation within the evaluated land-management practices was approximately 42,104 kg C storage on a 1.62 ha plot after 48 years, demonstrating the substantial effect that residential land-management practices can have on carbon storage.","More than 10 citations - randomly selected 10
",,,,,,,,,,,,,,,,,
grant.3089925,814542,Parcel size related to household behaviors affecting carbon storage in exurban residential landscapes,2014,Nassauer et al. ,Landscape and Urban Planning,1,1,1,19,16Apr20,"We investigated whether exurban parcel size might be related to homeowners’ behaviors that could affect carbon balance in residential landscapes. Based on data drawn from in-depth interviews and field surveys in 26 southeast Michigan exurban households, we conclude that an approximately 1-acre (0.45 ha) size may be a critical threshold for certain behaviors, such as leaving a portion of an exurban parcel in forest or old field or retaining leaf litter on the property. Tree planting is a relevant behavior that may increase when parcels are larger than 0.5 acres (0.20 ha). Yard style of adjacent properties also appears to be related to homeowners’ landscape management behaviors: conventional turf-dominated yards prevail adjacent to parcels smaller than one-acre. We used our analysis of these data to develop an exurban homeowner typology to be employed in agent based models in which homeowners’ behaviors that may affect carbon balance are linked to parcel size.","More than 10 citations - randomly selected 10
",,,,,,,,,,,,,,,,,
grant.3089925,814542,"Evaluating the effects of land-use development policies on ex-urban forest cover: An integrated agent-based GIS approach,",2009,Robinson and Brown,International Journal of Geographical Information Science,1,1,1,89,16Apr20,"We use a GIS‐based agent‐based model (ABM), named dynamic ecological exurban development (DEED), with spatial data in hypothetical scenarios to evaluate the individual and interacting effects of lot‐size zoning and municipal land‐acquisition strategies on possible forest‐cover outcomes in Scio Township, a municipality in Southeastern Michigan. Agent types, characteristics, behavioural methods, and landscape perceptions (i.e. landscape aesthetics) are empirically informed using survey data, spatial analyses, and a USDA methodology for mapping landscape aesthetic quality. Results from our scenario experiments computationally verified literature that show large lot‐size zoning policies lead to greater sprawl, and large lot‐size zoning policies can lead to increased forest cover, although we found this effect to be small relative to municipal land acquisition. The return on land acquisition for forest conservation was strongly affected by the location strategy used to select parcels for conservation. Furthermore, the location strategy for forest conservation land acquisition was more effective at increasing aggregate forest levels than the independent zoning policies, the quantity of area acquired for forest conservation, and any combination of the two. The results using an integrated GIS and ABM framework for evaluating land‐use development policies on forest cover provide additional insight into how these types of policies may act out over time and what aspects of the policies were more influential towards the goal of maximising forest cover.","More than 10 citations - randomly selected 10
",,,,,,,,,,,,,,,,,
grant.3089961,816475,A Temporal Variant-Invariant Validation Approach for Agent-based Models of Landscape Dynamics,2013,Bone et al. ,Transactions in GIS,1,2,1,9,12Apr20,"Agent‐based modeling provides a means for addressing the way human and natural systems interact to change landscapes over time. Until recently, evaluation of simulation models has focused on map comparison techniques that evaluate the degree to which predictions match real‐world observations. However, methods that change the focus of evaluation from patterns to processes have begun to surface; that is, rather than asking if a model simulates a correct pattern, models are evaluated on their ability to simulate a process of interest. We build on an existing agent‐based modeling validation method in order to present a temporal variant‐invariant analysis (TVIA). The enhanced method, which focuses on analyzing the uncertainty in simulation results, examines the degree to which outcomes from multiple model runs match some reference to how land use parcels make the transition from one land use class to another over time. We apply TVIA to results from an agent‐based model that simulates the relationships between landowner decisions and wildfire risk in the wildland‐urban interface of the southern Willamette Valley, Oregon, USA. The TVIA approach demonstrates a novel ability to examine uncertainty across time to provide an understanding of how the model emulates the system of interest.",,,,,,,,,,,,,,,,,,
grant.3089961,816475,Ecological correlates of fuel dynamics and potential fire behavior in former upland prairie and oak savanna,2012,Yospin et al. ,Forest Ecology and Management,3,3,3,7,12Apr20,"Fire behavior has changed drastically in North America following Euro-American settlement. We sought to identify potential fire behavior in former prairie and savanna following forest succession, and to predict potential fire behavior from plant community data. We collected data on fuel loads, soils, topography, and plant communities from 239 plots at seven sites in the southern Willamette Valley, Oregon, USA. We defined eight plant cover types; an ordination based on tree species basal area by diameter classes and the cover of ground layer functional types supported these community types. Extant prairie and savanna plots had the lowest fuel loads, but there were no consistent differences in fuels among wooded communities. We used a fire behavior model, BehavePlus, to simulate potential fire behavior in our study plots. Because plant community data, standard fuel models and the ordination axes were poor predictors of fuels and potential fire behavior, we explored a new method of incorporating ecological data into predictions of fire behavior. We used classification and regression trees (CARTs) to find groups of plots that differed in their potential fire behavior. Although the best CART explained only 32% of the variance in potential fire behavior, the CARTs suggest ways to more effectively manage fire behavior – for example, indicating the importance of the legacy effects of savanna trees. Our results suggest that the legacies of succession on historic prairie and savanna have led to novel and heterogeneous fuels complexes, making it difficult to predict potential fire behavior from standard fuel models or community types. CARTs could be useful in other regions, both to indicate locations that should be management priorities and specific management techniques to attenuate fire behavior.",,,,,,,,,,,,,,,,,,
grant.3089961,816475,Growth of Oregon White Oak (Quercus garryana),2011,Gould et al. ,Northwest Science ,3,3,3,20,12Apr20,"Many land managers are interested in maintaining or restoring plant communities that contain Oregon white oak (OWO, Quercus garryana), yet there is relatively little information available about the species' growth rates and survival to guide management decisions. We used two studies to characterize growth (over multi-year periods and within individual years) and to evaluate the main factors that affect growth and survival. The objective of the first study was to revise the OWO components of the Forest Vegetation Simulator (FVS), a widely-used growth model. We first compiled a large database on growth and survival to develop equations to revise FVS. Diameter growth and survival over multi-year periods were strongly affected by stand density, the competitive position of the tree, tree size, and site productivity. The height growth potential of OWO was predicted from site productivity, stand density and tree size. In the second study, intra-annual patterns of OWO growth were evaluated by precisely measuring stem diameters with band dendrometers. OWO experienced two periods of stem expansion, with the first period likely representing growth (the production of new wood and bark) and the second representing stem rehydration in the fall and winter. As in the first study, growth was strongly affected by the level of competition around each tree. Our results show the sensitivity of Oregon white oak to competition and highlight the need to restore low stand densities in many cases to improve growth and the likelihood of survival.",,,,,,,,,,,,,,,,,,
grant.3089961,816475,"Testing Patterns of Landowner Propensities to Implement Extensive Forest Fuels Reduction: Agent-based Modeling Experiments in the Willamette Valley, U.S.A.",2014,Ribe et al. ,Peer Reviewed Proceedings of Digital Landscape Architecture,1,1,1,0,12Apr20,"The potential benefits of incentivized, extensive fuels reduction were explored with an agent-based model that simultaneously simulated landowner behaviors, high climate change impacts, vegetation change and wildfire behavior. For a study area including the wildland urban interface around Eugene and Springfield, Oregon, USA, we found that only one or a few landowner types need be included in such a program, and that farmers should not be included, if the public cost-effectiveness of saving homes from wildfire is the goal, rather than saving the maximum number at any cost.",,,,,,,,,,,,,,,,,,
grant.3089961,816475,Climate Change Impacts on Western Pacific Northwest Prairies and Savannas,2011,Bachelet et al. ,Northwest Science ,2,2,1,44,12Apr20,"This paper represents a collaboration by conservation practitioners, ecologists, and climate change scientists to provide specific guidance on local and regional adaptation strategies to climate change for conservation planning and restoration activities. Our geographic focus is the Willamette Valley-Puget Trough-Georgia Basin (WPG) ecoregion, comprised of valley lowlands formerly dominated by now-threatened prairies and oak savannas. We review climate model strengths and limitations, and summarize climate change projections and potential impacts on WPG prairies and oak savannas. We identify a set of six climate-smart strategies that do not require abandoning past management approaches but rather reorienting them towards a dynamic and uncertain future. These strategies focus on linking local and regional landscape characteristics to the emerging needs of species, including potentially novel species assemblages, so that prairies and savannas are maintained in locations and conditions that remain well-suited to their persistence. At the regional scale, planning should use the full range of biological and environmental variability. At the local scale, habitat heterogeneity can be used to support species persistence by identifying key refugia. Climate change may marginalize sites currently used for agriculture and forestry, which may become good candidates for restoration. Native grasslands may increasingly provide ecosystem services that may support broader societal needs exacerbated by climate change. Judicious monitoring can help identify biological thresholds and restoration opportunities. To prepare for both future challenges and opportunities brought about by climate change, land managers must incorporate climate change projections and uncertainties into their long-term planning.",,,,,,,,,,,,,,,,,,
grant.3090039,816400,"Obsidian Evidence of Interaction and Migration from the Mesa Verde Region, Southwest Colorado",2011,Arakawa et al. ,American Antiquity,3,3,3,23,21Apr20,"A growing body of evidence demonstrates that ancestral Pueblo people living in the central Mesa Verde region of the U.S. Southwest maintained long-distance contacts with other Pueblo peoples. Questions of Pueblo interactions through time and across space have traditionally been addressed using ceramic sourcing data. This research uses obsidian source data to argue that, from A.D. 600 to 920, residents of the central Mesa Verde region obtained obsidian from throughout the U.S. northern Southwest, but that from A.D. 1060 to 1280 they acquired obsidian almost exclusively from the Jemez Mountains area of north-central New Mexico. In addition, importation of obsidian from the Pajarito Plateau increased during the period of population decline in the Mesa Verde region, and population expansion on the Pajarito. Characteristics of the obsidian assemblage from central Mesa Verde region sites also suggest that Jemez obsidian entered the region primarily in the form of finished arrows, arrow points, and arrow-point preforms. We argue that these patterns reflect return migration by early immigrants from the Mesa Verde region to the northern Rio Grande, an early stage in the development of a migration stream between the two regions.",More than 10 citations - randomly selected 10,,,,,,,,,,,,,,,,,
grant.3090039,816400,DNA analysis of ancient dogs of the Americas: Identifying possible founding haplotypes and reconstructing population histories,2014,Witt et al. ,Journal of Human Evolution ,3,3,3,41,21Apr20,"As dogs have traveled with humans to every continent, they can potentially serve as an excellent proxy when studying human migration history. Past genetic studies into the origins of Native American dogs have used portions of the hypervariable region (HVR) of mitochondrial DNA (mtDNA) to indicate that prior to European contact the dogs of Native Americans originated in Eurasia. In this study, we summarize past DNA studies of both humans and dogs to discuss their population histories in the Americas. We then sequenced a portion of the mtDNA HVR of 42 pre-Columbian dogs from three sites located in Illinois, coastal British Columbia, and Colorado, and identify four novel dog mtDNA haplotypes. Next, we analyzed a dataset comprised of all available ancient dog sequences from the Americas to infer the pre-Columbian population history of dogs in the Americas. Interestingly, we found low levels of genetic diversity for some populations consistent with the possibility of deliberate breeding practices. Furthermore, we identified multiple putative founding haplotypes in addition to dog haplotypes that closely resemble those of wolves, suggesting admixture with North American wolves or perhaps a second domestication of canids in the Americas. Notably, initial effective population size estimates suggest at least 1000 female dogs likely existed in the Americas at the time of the first known canid burial, and that population size increased gradually over time before stabilizing roughly 1200 years before present.",More than 10 citations - randomly selected 10,,,,,,,,,,,,,,,,,
grant.3090039,816400,"Factors Controlling Pre-Columbian and Early Historic Maize Productivity in the American Southwest, Part 2: The Chaco Halo, Mesa Verde, Pajarito Plateau/Bandelier, and Zuni Archaeological Regions",2010,"Benson
",Journal of Archaeological Method and Theory,1,2,2,44,21Apr20,"Chemical and nutrient analyses of 471 soil samples from 161 sites within four archaeological regions (Pajarito Plateau/Bandelier, Zuni, Mesa Verde, and the Chaco Halo) were combined with historical climate data in order to evaluate the agricultural productivity of each region. In addition, maize productivity and field-life calculations were performed using organic-nitrogen (N) values from the upper 50 cm of soil in each region and a range (1–3%/year) of N-mineralization rates. The end-member values of this range were assumed representative of dry and wet climate states. With respect to precipitation and heat, the Pajarito Plateau area has excellent agricultural potential; the agricultural potentials of the Zuni and Mesa Verde regions are good; and the agricultural potential of the Chaco Halo is poor. Calculations of N mineralization and field life indicate that Morfield Valley in Mesa Verde should be able to provide 10 bu/ac of maize for decades (without the addition of N) when organic N-mineralization rates exceed 2%. Productivity and field-life potential decrease in the following order: Zuni, Mesa Verde, Bandelier, Chaco Halo. The Chaco Halo is very unproductive; e.g., 10 bushels per acre can be achieved within the Halo only from soils having the highest organic N concentration (third quartile) and which undergo the highest rate (3%) of N mineralization.",More than 10 citations - randomly selected 10,,,,,,,,,,,,,,,,,
